This program comes with ABSOLUTELY NO WARRANTY.
This is free software, and you are welcome to redistribute it
under conditions of GPL license.

[clkcorr.C:157] Note, using '/home/dreardon/tempo2/clock' to look for extra clock files
[tempo2Util.C:395] Warning: [TIM1] Please place MODE flags in the parameter file 
Updating TOA errors using TN parameters.
[t2fit_nestlike.C:143] 0 param_red_dm_sin 96 -5.99066e-07 3.37543e-06
[t2fit_nestlike.C:143] 0 param_red_dm_sin 97 8.906e-07 3.33159e-06
[t2fit_nestlike.C:143] 0 param_red_dm_sin 98 1.02136e-06 3.30081e-06
[t2fit_nestlike.C:143] 0 param_red_dm_sin 99 -4.71247e-08 3.26061e-06
[t2fit_nestlike.C:143] 0 param_red_dm_sin 100 4.65943e-08 3.23043e-06
[t2fit_nestlike.C:143] 0 param_red_dm_sin 101 6.56607e-07 3.18928e-06
[t2fit_nestlike.C:143] 0 param_red_dm_sin 102 1.22921e-07 3.15635e-06
[t2fit_nestlike.C:143] 0 param_red_dm_sin 103 -4.16421e-07 3.12409e-06
[t2fit_nestlike.C:143] 0 param_red_dm_sin 104 -5.96423e-08 3.09033e-06
[t2fit_nestlike.C:143] 0 param_red_dm_sin 105 1.06014e-06 3.05582e-06
[t2fit_nestlike.C:143] 0 param_red_dm_sin 106 1.01081e-06 3.02442e-06
[t2fit_nestlike.C:143] 0 param_red_dm_sin 107 1.78776e-07 2.99408e-06
[t2fit_nestlike.C:143] 0 param_red_dm_sin 108 1.05051e-07 2.96411e-06
[t2fit_nestlike.C:143] 0 param_red_dm_sin 109 4.78817e-07 2.93342e-06
[t2fit_nestlike.C:143] 0 param_red_dm_sin 110 6.84009e-07 2.89928e-06
[t2fit_nestlike.C:143] 0 param_red_dm_sin 111 -1.29996e-07 2.87894e-06
[t2fit_nestlike.C:143] 0 param_red_dm_sin 112 -6.80537e-07 2.84942e-06
[t2fit_nestlike.C:143] 0 param_red_dm_sin 113 -4.66219e-07 2.82233e-06
[t2fit_nestlike.C:143] 0 param_red_dm_sin 114 -9.44924e-08 2.79049e-06
[t2fit_nestlike.C:143] 0 param_red_dm_sin 115 -9.78972e-08 2.76756e-06
[t2fit_nestlike.C:143] 0 param_red_dm_sin 116 -7.30162e-07 2.74323e-06
[t2fit_nestlike.C:143] 0 param_red_dm_sin 117 -9.89501e-07 2.71081e-06
[t2fit_nestlike.C:143] 0 param_red_dm_sin 118 -4.79685e-07 2.68681e-06
[t2fit_nestlike.C:143] 0 param_red_dm_sin 119 3.86068e-07 2.66227e-06
[t2fit_nestlike.C:143] 0 param_red_dm_sin 120 2.52952e-07 2.63896e-06
[t2fit_nestlike.C:143] 0 param_red_dm_sin 121 -5.77449e-07 2.61388e-06
[t2fit_nestlike.C:143] 0 param_red_dm_sin 122 -4.40423e-07 2.59025e-06
[t2fit_nestlike.C:143] 0 param_red_dm_sin 123 2.13093e-07 2.56729e-06
[t2fit_nestlike.C:143] 0 param_red_dm_sin 124 1.47803e-07 2.54241e-06
[t2fit_nestlike.C:143] 0 param_red_dm_sin 125 -5.74206e-07 2.5183e-06
[t2fit_nestlike.C:143] 0 param_red_dm_sin 126 -6.41389e-07 2.49938e-06
[t2fit_nestlike.C:143] 0 param_red_dm_sin 127 1.20164e-07 2.47636e-06
[t2fit_nestlike.C:143] 0 param_red_dm_sin 128 6.93743e-07 2.45418e-06
[t2fit_nestlike.C:143] 0 param_red_dm_sin 129 6.78589e-07 2.4348e-06
[t2fit_nestlike.C:143] 0 param_red_dm_sin 130 -6.55894e-08 2.41218e-06
[t2fit_nestlike.C:143] 0 param_red_dm_sin 131 -5.80666e-07 2.39435e-06
[t2fit_nestlike.C:143] 0 param_red_dm_sin 132 -3.61448e-07 2.36838e-06
[t2fit_nestlike.C:143] 0 param_red_dm_sin 133 -3.32047e-07 2.35296e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 0 0.000886284 0.000367469
[t2fit_nestlike.C:143] 0 param_red_dm_cos 1 0.000216838 0.000171772
[t2fit_nestlike.C:143] 0 param_red_dm_cos 2 4.34619e-05 0.000104545
[t2fit_nestlike.C:143] 0 param_red_dm_cos 3 0.000102244 7.91323e-05
[t2fit_nestlike.C:143] 0 param_red_dm_cos 4 6.44552e-05 6.79928e-05
[t2fit_nestlike.C:143] 0 param_red_dm_cos 5 -2.56963e-05 5.05553e-05
[t2fit_nestlike.C:143] 0 param_red_dm_cos 6 -6.7546e-05 4.59129e-05
[t2fit_nestlike.C:143] 0 param_red_dm_cos 7 -7.5159e-05 4.01181e-05
[t2fit_nestlike.C:143] 0 param_red_dm_cos 8 -5.85155e-05 3.60706e-05
[t2fit_nestlike.C:143] 0 param_red_dm_cos 9 -3.61268e-05 3.33041e-05
[t2fit_nestlike.C:143] 0 param_red_dm_cos 10 1.74031e-05 2.88692e-05
[t2fit_nestlike.C:143] 0 param_red_dm_cos 11 1.26158e-05 2.75361e-05
[t2fit_nestlike.C:143] 0 param_red_dm_cos 12 -1.27813e-05 2.48514e-05
[t2fit_nestlike.C:143] 0 param_red_dm_cos 13 -1.82628e-06 2.3485e-05
[t2fit_nestlike.C:143] 0 param_red_dm_cos 14 7.23608e-06 2.16358e-05
[t2fit_nestlike.C:143] 0 param_red_dm_cos 15 -5.40496e-06 2.09362e-05
[t2fit_nestlike.C:143] 0 param_red_dm_cos 16 -1.91073e-05 1.94867e-05
[t2fit_nestlike.C:143] 0 param_red_dm_cos 17 1.34814e-05 1.84069e-05
[t2fit_nestlike.C:143] 0 param_red_dm_cos 18 2.20145e-05 1.76984e-05
[t2fit_nestlike.C:143] 0 param_red_dm_cos 19 8.44646e-06 1.66841e-05
[t2fit_nestlike.C:143] 0 param_red_dm_cos 20 -1.52983e-06 1.63851e-05
[t2fit_nestlike.C:143] 0 param_red_dm_cos 21 -2.21115e-05 1.68236e-05
[t2fit_nestlike.C:143] 0 param_red_dm_cos 22 -2.71871e-05 1.59103e-05
[t2fit_nestlike.C:143] 0 param_red_dm_cos 23 -1.18511e-05 1.45144e-05
[t2fit_nestlike.C:143] 0 param_red_dm_cos 24 5.19405e-06 1.33199e-05
[t2fit_nestlike.C:143] 0 param_red_dm_cos 25 -5.82538e-06 1.31308e-05
[t2fit_nestlike.C:143] 0 param_red_dm_cos 26 -1.47272e-05 1.25359e-05
[t2fit_nestlike.C:143] 0 param_red_dm_cos 27 -8.63901e-06 1.20659e-05
[t2fit_nestlike.C:143] 0 param_red_dm_cos 28 -4.65487e-06 1.18016e-05
[t2fit_nestlike.C:143] 0 param_red_dm_cos 29 1.00101e-06 1.12709e-05
[t2fit_nestlike.C:143] 0 param_red_dm_cos 30 -5.64526e-07 1.10179e-05
[t2fit_nestlike.C:143] 0 param_red_dm_cos 31 1.03878e-06 1.0633e-05
[t2fit_nestlike.C:143] 0 param_red_dm_cos 32 -1.75432e-06 1.02129e-05
[t2fit_nestlike.C:143] 0 param_red_dm_cos 33 -4.75885e-06 9.93328e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 34 -3.4924e-06 9.70248e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 35 -4.33145e-06 9.32999e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 36 -6.19702e-07 9.22577e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 37 -4.93041e-06 8.85727e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 38 -7.09112e-06 8.73113e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 39 -7.31687e-07 8.45168e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 40 2.69767e-06 8.34067e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 41 -4.71313e-06 8.11079e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 42 -8.93298e-06 7.93205e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 43 -7.82169e-07 7.87834e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 44 6.48443e-07 8.01694e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 45 -4.28088e-07 7.49438e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 46 1.73722e-06 7.29492e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 47 5.3683e-08 7.09902e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 48 -2.94909e-06 6.97439e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 49 2.20288e-06 6.81655e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 50 8.90466e-06 6.73375e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 51 2.55198e-06 6.55888e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 52 -4.6276e-06 6.42787e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 53 -2.04043e-06 6.28129e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 54 7.78455e-07 6.20359e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 55 -1.42052e-06 6.10149e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 56 -2.7652e-06 5.95884e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 57 -1.24975e-06 5.88056e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 58 -1.10237e-06 5.73789e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 59 3.66744e-07 5.67083e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 60 -8.71491e-08 5.55981e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 61 -2.37166e-06 5.47105e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 62 1.36338e-07 5.3586e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 63 3.76426e-06 5.30991e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 64 2.93956e-06 5.19885e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 65 -3.58165e-07 5.11664e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 66 -8.04592e-08 5.03525e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 67 2.05167e-07 4.9646e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 68 -9.43101e-07 4.8902e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 69 1.8331e-07 4.80691e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 70 8.41409e-07 4.74173e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 71 -5.17466e-07 4.6769e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 72 -7.39235e-07 4.61262e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 73 3.17892e-07 4.52673e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 74 -7.33408e-07 4.46313e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 75 -1.27965e-06 4.4121e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 76 3.02398e-07 4.32919e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 77 -3.4648e-07 4.28126e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 78 -1.80827e-06 4.22302e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 79 7.28217e-08 4.16286e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 80 2.78259e-06 4.12437e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 81 1.90121e-06 4.05241e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 82 -6.73229e-07 3.9989e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 83 -1.14834e-06 3.94962e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 84 4.35333e-07 3.90375e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 85 2.23314e-06 3.85257e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 86 2.17751e-06 3.8096e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 87 4.65514e-07 3.76204e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 88 -6.05203e-07 3.71284e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 89 6.31709e-07 3.66226e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 90 1.42659e-06 3.62306e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 91 3.4616e-07 3.57805e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 92 1.21212e-07 3.53521e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 93 6.67763e-07 3.49262e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 94 4.9223e-07 3.44904e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 95 -6.23287e-08 3.41992e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 96 1.90794e-07 3.372e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 97 3.19178e-07 3.3404e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 98 1.12085e-07 3.29701e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 99 5.06566e-07 3.26403e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 100 4.87433e-07 3.22233e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 101 1.46313e-07 3.19311e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 102 4.59075e-07 3.15762e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 103 9.58178e-07 3.12306e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 104 2.34347e-07 3.09077e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 105 -4.86816e-07 3.06054e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 106 1.89814e-07 3.02842e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 107 2.61659e-07 2.99568e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 108 -7.5654e-07 2.96499e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 109 -1.29668e-06 2.93564e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 110 -4.95118e-07 2.91113e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 111 1.35932e-07 2.87333e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 112 -3.12548e-07 2.84591e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 113 -9.76187e-07 2.81724e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 114 -1.02382e-06 2.79462e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 115 -3.43709e-07 2.76398e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 116 -1.84342e-07 2.73531e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 117 -6.68891e-07 2.71524e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 118 -8.62868e-07 2.68812e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 119 1.34141e-07 2.66261e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 120 9.55492e-07 2.63688e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 121 1.12239e-07 2.61323e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 122 -8.02467e-07 2.58931e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 123 -4.68518e-07 2.5653e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 124 4.58333e-07 2.54425e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 125 7.24951e-07 2.52361e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 126 8.14786e-08 2.49807e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 127 -5.76593e-07 2.4772e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 128 -5.80558e-07 2.45586e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 129 -3.57249e-07 2.43243e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 130 -5.29639e-07 2.41289e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 131 -5.49635e-07 2.38972e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 132 6.73883e-08 2.37511e-06
[t2fit_nestlike.C:143] 0 param_red_dm_cos 133 3.15828e-07 2.34999e-06
[t2fit_nestlike.C:320] 0 param_band_red_sin 0 0 0 -2.80124e-08 7.62441e-08
[t2fit_nestlike.C:320] 0 param_band_red_sin 1 0 1 -3.65574e-08 6.97565e-08
[t2fit_nestlike.C:320] 0 param_band_red_sin 2 0 2 -4.08365e-08 6.76907e-08
[t2fit_nestlike.C:320] 0 param_band_red_sin 3 0 3 -1.98623e-08 6.4534e-08
[t2fit_nestlike.C:320] 0 param_band_red_sin 4 0 4 -4.7647e-08 6.39386e-08
[t2fit_nestlike.C:320] 0 param_band_red_sin 5 0 5 -6.24473e-08 6.17666e-08
[t2fit_nestlike.C:320] 0 param_band_red_sin 6 0 6 -2.48243e-08 6.15362e-08
[t2fit_nestlike.C:320] 0 param_band_red_sin 7 0 7 -2.44852e-08 6.07431e-08
[t2fit_nestlike.C:320] 0 param_band_red_sin 8 0 8 -3.14144e-08 5.98663e-08
[t2fit_nestlike.C:320] 0 param_band_red_sin 9 0 9 3.41143e-09 5.94115e-08
[t2fit_nestlike.C:320] 0 param_band_red_sin 10 0 10 6.82483e-09 5.87496e-08
[t2fit_nestlike.C:320] 0 param_band_red_sin 11 0 11 -4.6566e-08 5.90161e-08
[t2fit_nestlike.C:320] 0 param_band_red_sin 12 0 12 -1.59568e-08 5.77097e-08
[t2fit_nestlike.C:320] 0 param_band_red_sin 13 0 13 -2.73322e-08 5.78119e-08
[t2fit_nestlike.C:320] 0 param_band_red_sin 14 0 14 -2.71448e-08 5.72793e-08
[t2fit_nestlike.C:320] 0 param_band_red_sin 15 0 15 3.46871e-08 5.67306e-08
[t2fit_nestlike.C:320] 0 param_band_red_sin 16 0 16 1.12335e-08 5.57551e-08
[t2fit_nestlike.C:320] 0 param_band_red_sin 17 0 17 -4.77981e-08 5.66025e-08
[t2fit_nestlike.C:320] 0 param_band_red_sin 18 0 18 -6.11124e-08 5.56597e-08
